ant-1.3,0.7338715151515152,106.69407793220482,2.52
ant-1.4,0.694092158737748,5.485117115293023,2.12
ant-1.5,0.7663388590931253,18.945101170922005,2.55
ant-1.6,0.765254552211074,32.71684828572596,2.31
ant-1.7,0.7846249354672173,163.51184426796183,2.45
camel-1.0,0.7863811630847028,18.814640105503614,2.92
camel-1.2,0.6704300104607783,25.116949743854047,3.28
camel-1.4,0.7298379946597288,18.489909469748635,2.97
camel-1.6,0.743946445595855,21.91864534512582,3.09
ivy-1.1,0.7812941267447706,30.062220469458147,2.78
ivy-1.4,0.7653204241585986,24.77032523853963,2.79
ivy-2.0,0.8053754058441558,150.71516585252263,2.79
jedit-3.2,0.8383977517708654,41.266369417065114,3.74
jedit-4.0,0.834370553531147,11.342145896827196,2.68
jedit-4.1,0.7953504962779157,23.832149224887527,2.26
jedit-4.2,0.8551083491851318,33.73652165495497,2.51
jedit-4.3,0.7850084688346883,7.907904915829208,2.08
log4j-1.0,0.805795385549484,26.83530403081719,3.02
log4j-1.1,0.8027362918711328,20.260962302891198,3.13
log4j-1.2,0.5793408267215202,9.870679294341631,3.12
lucene-2.0,0.7510249712973593,30.799654483770613,3.04
lucene-2.2,0.7063856128615855,94.7138334932291,2.96
lucene-2.4,0.6980396733060311,23.740478410220643,3.57
poi-1.5,0.6502109087768647,40.6113659307987,3.42
poi-2.0,0.7222913604442267,81.18570321026837,3.36
poi-2.5,0.6617514662756598,12.673323514287272,2.63
poi-3.0,0.6937014932126698,30.06373815660798,3.11
synapse-1.0,0.8012723688201397,19.58788935411114,2.34
synapse-1.1,0.7073605423605422,30.30837790149668,2.98
synapse-1.2,0.6789500269396551,22.244572686950697,2.9
velocity-1.4,0.5804311224489794,7.1524624827497645,2.32
velocity-1.5,0.6784314029985598,57.68497848349522,2.71
velocity-1.6,0.7306167547690187,41.54058562478742,2.59
xalan-2.4,0.7587109000957551,162.673578287458,2.7
xalan-2.5,0.615068762854925,20.85024271053719,2.52
xalan-2.6,0.6619568271186441,216.56991644055606,2.69
xalan-2.7,0.5537906453464803,273.59883139710706,2.71
xerces-init,0.6644753086419753,11.849421690118575,2.18
xerces-1.2,0.6275886363636363,3.700604195571069,3.01
xerces-1.3,0.8060329524528475,23.06082866552028,3.35
xerces-1.4,0.7477953653265818,168.07537689781785,3.52
