filename,FPA,AAE,numOfnonZero,L1,MSE
ant-1.3,0.9423030303030303,0.15888000000000005,0,0,0.075648
ant-1.4,0.9031795362180254,0.1434007490636705,0,0,0.04741609456928837
ant-1.5,0.9513408093612872,0.05921501706484639,0,0,0.014691808873720139
ant-1.6,0.9117351046698873,0.1846153846153846,0,0,0.11667635327635328
ant-1.7,0.9257396449704142,0.17880536912751688,0,0,0.11610214765100671
camel-1.0,0.983354403708386,0.03235988200589964,0,0,0.009036283185840708
camel-1.2,0.8854465996168582,0.3665752867641161,0,0,0.46682145410584275
camel-1.4,0.947098795015747,0.20001146788990834,0,0,0.20852786697247705
camel-1.6,0.9447927461139897,0.26995719220330633,0,0,0.37526656339278375
ivy-1.1,0.8585624250860302,0.5849099099099101,0,0,1.3679945815815815
ivy-1.4,0.9721069617335177,0.047551867219916936,0,0,0.01308298755186722
ivy-2.0,0.9559659090909091,0.09153409090909097,0,0,0.03202215909090909
jedit-3.2,0.9141419002155836,0.5563970588235295,0,0,1.8385235294117643
jedit-4.0,0.9328402452426399,0.3109968876439463,0,0,0.47856235291153504
jedit-4.1,0.9245982512111545,0.27855769230769223,0,0,0.32880544871794876
jedit-4.2,0.959732147447432,0.14155313351498638,0,0,0.11167820163487739
jedit-4.3,0.9860264227642277,0.025636740641651758,0,0,0.00893833231842436
log4j-1.0,0.916575591985428,0.18570370370370376,0,0,0.11422444444444443
log4j-1.1,0.8939620226157456,0.2526605504587156,0,0,0.18027706422018352
log4j-1.2,0.6514154177686355,0.33741463414634143,0,0,0.23332048780487807
lucene-2.0,0.8764638346727899,0.4578863247863251,0,0,0.670834555128205
lucene-2.2,0.8358661425022981,0.5396203328834912,0,0,1.4392239738800598
lucene-2.4,0.8265799516008935,0.4918529411764704,0,0,0.6551755882352942
poi-1.5,0.8247896464085671,0.4608409243124432,0,0,0.5861662157274643
poi-2.0,0.9455332353421525,0.06753237791932057,0,0,0.01649730150244811
poi-2.5,0.7586772098868874,0.21745670995670985,0,0,0.1469327304075743
poi-3.0,0.793972850678733,0.3071170177861356,0,0,0.3511196494862582
synapse-1.0,0.9626933575978162,0.07987261146496812,0,0,0.025671337579617835
synapse-1.1,0.901060151060151,0.18816816816816812,0,0,0.11205400400400402
synapse-1.2,0.8811961206896551,0.21820312499999994,0,0,0.13168046875
velocity-1.4,0.7136175898931001,0.18938775510204084,0,0,0.09014795918367347
velocity-1.5,0.7901502103509614,0.34602803738317783,0,0,0.30801822429906545
velocity-1.6,0.8979315099977017,0.28069868995633196,0,0,0.22581834061135372
xalan-2.4,0.9421791325318296,0.10734439834024902,0,0,0.04325297372060858
xalan-2.5,0.8106793498017087,0.20213067069916343,0,0,0.09711227950246103
xalan-2.6,0.8246725423728813,0.18166717428485288,0,0,0.08206199031924444
xalan-2.7,0.6073922313913172,0.11846214120424038,0,0,0.05557751007020635
xerces-init,0.8270865676055297,0.27312595532039985,0,0,0.21611486728045132
xerces-1.2,0.9255731225296443,0.1454512415262275,0,0,0.0804808256631788
xerces-1.3,0.956719166409315,0.15728476821192053,0,0,0.25714261761098844
xerces-1.4,0.8285770761938861,0.5852760366051175,0,0,2.1266968470076555
