filename,AAE
ant-1.3,0.8043771043771044,53.615354156290664
ant-1.4,0.686609324780195,84.82089083125784
ant-1.5,0.83921602899644,44.12404602164012
ant-1.6,0.7805452022681095,39.60162215623943
ant-1.7,0.8107517019814516,43.79238694319473
camel-1.0,0.8408817951959545,20.832059627094015
camel-1.2,0.672507323208202,33.2536171716576
camel-1.4,0.7692714942109027,17.67481296883795
camel-1.6,0.7565486364875921,42.564950207178164
ivy-1.1,0.7698932838417816,40.95920537770854
ivy-1.4,0.8285372163311304,47.595055737270656
ivy-2.0,0.8291938224153298,68.01745778467495
jedit-3.2,0.8345043220535465,91.3112943483931
jedit-4.0,0.8509245540739554,24.92671612881201
jedit-4.1,0.8278186866896544,30.9256236381142
jedit-4.2,0.8599622127397049,65.63476621863391
jedit-4.3,0.8831988905826558,81.37107879740347
log4j-1.0,0.820672507011305,15.825926791284008
log4j-1.1,0.7861089021212767,30.49556447974683
log4j-1.2,0.5868680428109123,31.238529238361632
lucene-2.0,0.7596524588595485,39.08767465970315
lucene-2.2,0.7131581021741206,88.09207242264247
lucene-2.4,0.725996859308475,35.17279752058125
poi-1.5,0.6874700816739457,57.55822869016079
poi-2.0,0.7494724257588352,65.87326868658779
poi-2.5,0.672705351662591,49.317886087059804
poi-3.0,0.6954242081447963,82.84731036787666
synapse-1.0,0.8608457183297947,25.70764335300156
synapse-1.1,0.7596185379204249,141.98655044520947
synapse-1.2,0.7173239443646231,34.57027997655533
velocity-1.4,0.6356069155772907,33.04970715200772
velocity-1.5,0.6902100585271802,21.1457243236684
velocity-1.6,0.7633747988968054,41.301743880862716
xalan-2.4,0.7525063373994457,46.460426500767014
xalan-2.5,0.646412564659661,64.02606675892444
xalan-2.6,0.6821264872050515,97.25093265903789
xalan-2.7,0.5705697335802319,150.57750649886336
xerces-init,0.7274872912127813,107.98084482117974
xerces-1.2,0.7024153020892152,72.09334761855311
xerces-1.3,0.8220526953074976,60.470108443980976
xerces-1.4,0.7457653868027698,43.088000423682054
