filename,FPA,AAE,numOfnonZero,L1,MSE
ant-1.3,0.25018181818181817,0.44367780353200614,63,10.03907837806144,0.47015788230664773
ant-1.4,0.54404733444896,0.40628540400197116,63,9.743073808859329,0.29917169434402685
ant-1.5,0.6713798147245246,0.2549554242290681,63,11.500496131331722,0.12054715026754854
ant-1.6,0.8320481853090549,0.4705166230366351,63,19.25315657929045,0.8381439863208292
ant-1.7,0.8329017910329216,0.4727051338969085,63,22.004938219981234,0.7978107554970874
camel-1.0,0.769700800674252,0.11759959539578707,63,10.611839177339707,0.050191890319271834
camel-1.2,0.6601018980641258,1.0755495736255731,63,15.738695853232652,3.401319700998319
camel-1.4,0.7849274270847597,0.5455063689451378,63,12.732079702498432,1.3404733229101295
camel-1.6,0.7822715025906736,0.6995826419058301,63,20.440774899036498,2.532532022421223
ivy-1.1,0.8162626145458763,1.7439670646016758,63,20.944151144867057,17.75582714616852
ivy-1.4,0.6908713692946058,0.14353227962545234,63,9.188620976833505,0.09195118477822205
ivy-2.0,0.825385551948052,0.22253513755615317,63,13.408545133006461,0.1904268183343504
jedit-3.2,0.8250692947336002,1.3458546551715718,63,21.22975298626036,14.35758147640746
jedit-4.0,0.8180201284053444,0.8786116488822263,63,22.979780591572418,4.239858726480434
jedit-4.1,0.8142133404230179,0.8773432321663281,63,14.715370824576988,2.8095306896381973
jedit-4.2,0.6032851781399415,0.46038646556024937,63,10.978067261543607,1.1991809016917478
jedit-4.3,0.3890582655826558,0.06585466386931968,63,10.683028539795329,0.030324561475741835
log4j-1.0,0.8581663630843959,0.39473596775526343,63,23.501295974849164,0.8679590731784812
log4j-1.1,0.7914444207382121,0.8482649171168013,63,13.171339051265164,2.2416113067703045
log4j-1.2,0.584288373004212,0.9506940398504213,63,12.612603239348472,2.10765508144839
lucene-2.0,0.7782433983926521,1.2624992296084727,63,30.67195424433646,6.485635566288241
lucene-2.2,0.7465137201979307,1.3245164172097625,63,25.130507612930288,10.21958422230465
lucene-2.4,0.7386355174981385,1.4240829146206582,63,33.92239095770284,5.9611073403853645
poi-1.5,0.6239667382239001,1.3279223787262293,63,23.571813688050895,5.127905705020158
poi-2.0,0.5788829005389515,0.15572691649771386,63,9.636679888116964,0.133132754690516
poi-2.5,0.6651916631755341,0.7025030990196479,63,17.19753683949264,1.4691343387758993
poi-3.0,0.696945701357466,0.8437537017130948,63,13.182212123593532,3.14983861645773
synapse-1.0,0.7145890203215044,0.1660602915459061,63,9.674772563561723,0.24050151418370797
synapse-1.1,0.7965692965692965,0.4426493623612405,63,14.365892070471778,0.5973609254159918
synapse-1.2,0.6876077586206897,0.671619949387773,63,13.690558217354909,1.036655501396392
velocity-1.4,0.5354713313896987,0.6854125670340742,63,11.989048391056683,0.9930407858541093
velocity-1.5,0.6804218313239405,1.1306095465153443,63,17.239349461010036,2.755377031184341
velocity-1.6,0.7059296713399219,0.9272862205782535,63,13.838049566097041,2.5564333142946447
xalan-2.4,0.8132957406816328,0.29273142756497056,63,9.435812695045486,0.29726337110171114
xalan-2.5,0.6312627083465254,0.6478934797831428,63,10.590432365012806,0.8134114795230127
xalan-2.6,0.7182743502824859,0.5887561861342323,63,16.189440224446145,0.725491552067407
xalan-2.7,0.5701014042047239,0.39344650588958746,63,16.66857515376753,0.4326923822100252
xerces-init,0.7493901086715458,0.6815005888087821,63,21.283663968937923,1.7628350081220787
xerces-1.2,0.719100790513834,0.40852828735826435,63,10.810081432659365,0.37562004262199905
xerces-1.3,0.8238456347436205,0.5382266165731499,63,13.087509211208424,3.33089860513216
xerces-1.4,0.7750908947538915,1.9461820537264742,63,30.073220548668875,20.99483928413493
