filename,FPA,AAE,numOfnonZero,L1,MSE
ant-1.3,0.7539393939393939,0.3819801945415457,21,3.294961072596002,0.39012175325609244
ant-1.4,0.7471910112359551,0.3387602040152769,21,0.9355781180697025,0.24264584542278436
ant-1.5,0.697220867869332,0.563927753989487,21,6.930590855761792,0.9298162319732493
ant-1.6,0.8236250464511334,0.4934384566905992,21,1.9572549203210157,0.6811704786002946
ant-1.7,0.7406616099440054,0.8319376962818285,21,7.361596674525211,1.7360514102751647
camel-1.0,0.7897176569742942,0.09746667186413925,21,0.6127772576031908,0.042954047281632116
camel-1.2,0.5044221995361968,3.686966325119011,21,31.325483097585398,31.04491824128766
camel-1.4,0.6326954676160482,0.990744069814485,21,8.310180083747099,2.4060292847077873
camel-1.6,0.6212103626943005,32.27091617794649,21,377.01689988999914,2789.43703732755
ivy-1.1,0.6908324633646522,5.235426942697308,21,62.26748230337744,53.529695446629354
ivy-1.4,0.6230982019363762,0.23443133935797386,21,1.495465693395778,0.14392526548413576
ivy-2.0,0.7480215097402597,0.3149594069107524,21,1.4971999945612147,0.23595591119517217
jedit-3.2,0.6324973052048044,4.064934804609221,21,36.57019107542105,33.37468608726807
jedit-4.0,0.557999305917057,18.67301561128651,21,123.89236770987026,667.046433201506
jedit-4.1,0.5424790263499941,8.856680751904438,21,70.35417761710872,153.9428325786662
jedit-4.2,0.6179116754922626,4.555400031852517,21,33.38306324030962,44.3920419909915
jedit-4.3,0.5282859078590786,0.3306489969122071,21,2.133908190075358,0.253898364815172
log4j-1.0,0.7115968427443837,1.8062607968322377,21,24.30806110760287,5.705915025720764
log4j-1.1,0.7407723490505654,1.3927910395162533,21,24.80077362594399,3.419277878838806
log4j-1.2,0.5986972279361348,0.8499372511453304,21,4.247258032145277,1.40050342295998
lucene-2.0,0.7712590891695369,1.123876812969979,21,9.449094274326828,2.939138329333837
lucene-2.2,0.6918676289385671,2.1628669414214095,21,33.40588579071408,8.79692672550415
lucene-2.4,0.6874860387192852,1.593776332812053,21,10.705647390579667,5.137853883102919
poi-1.5,0.6937165346559084,1.1536297671323135,21,5.510195941448689,2.8736892955491458
poi-2.0,0.6268169198105504,0.254412843200734,21,4.585385845570732,0.16110912692589058
poi-2.5,0.6694700460829494,0.7994690168855939,21,6.651930007421736,1.4526082133607283
poi-3.0,0.5700180995475113,1.761999242538973,21,19.81201616960949,11.16712407416996
synapse-1.0,0.6939642098877767,0.3814162570010971,21,5.2335271791201645,0.2948695047781146
synapse-1.1,0.7966147966147966,0.48626420568431705,21,3.709674166225383,0.5325450987841355
synapse-1.2,0.7025592672413793,0.6483903876807102,21,6.6382043267003334,0.9642305292164611
velocity-1.4,0.6114431486880466,0.9123265388940704,21,8.094357921176051,1.711644197095108
velocity-1.5,0.5752887031651467,5.292346428312445,21,86.98179476590686,58.596276669998474
velocity-1.6,0.6822339692024821,2.281836762665576,21,23.366654742691313,10.127378830068244
xalan-2.4,0.7851367166719864,0.2970175181936313,21,0.625692579213641,0.2761125261214424
xalan-2.5,0.6587819218420565,0.6100566370839794,21,0.8451711733552417,0.6173360846237074
xalan-2.6,0.6915769491525424,0.6119467870489536,21,2.8732341448234515,0.6802316624493459
xalan-2.7,0.5588050973275398,0.4795974120914222,21,2.997577396434963,0.5259069506073195
xerces-init,0.6367265469061876,2.0259161671518595,21,27.569637659673973,8.865122376031366
xerces-1.2,0.7406126482213439,0.41079992778576685,21,2.6405626748650493,0.37047744166141816
xerces-1.3,0.7850026878953208,0.8087027628246782,21,8.331282996758748,1.8153971908620183
xerces-1.4,0.674726782943754,3.71656702184362,21,43.87029025199468,45.192649684263756
