,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,0.0,1.1215697682062482,0.0,1.0072575609464929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.50466473416796,0.0,0.0,0.0,4.397149212468253,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,1.0004781820883473,0.0,0.0,1.345298054016995,0.0,0.0,0.0,0.0,2.7716411916461685,10.027753311937442,0.0,0.0,2.5442236896405777,2.0909340425971257,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,1.0004710558957983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4339524543047704,0.0,0.0,0.0,2.0909340425971257,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,1.000150358744615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.158209646079118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,1.0001877688078598,0.0,2.782160715838157,0.0,0.0,0.0,0.0,0.0,10.508507086809363,0.0,0.0,0.0,4.4070956815375,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,1.126797327243679,0.0,2.8080416502520418,0.0,0.0,0.0,0.0,0.0,13.5442814618522,0.0,8.182986346565025,0.0,5.2365467687946525,0.0,0.0,0.0,0.0
7,1.0109336919214071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000092730242578,0.0,0.0,0.0,2.272122405825404,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,1.0000956633333025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.507330109796624,0.0,0.0,0.0,3.0766643963131863,0.0,0.0,0.0,0.0
9,1.0109336919214071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2721224058254044,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,1.0001454620143222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0170404600132281,0.0,0.0,2.5147394148509274,0.0,0.0,0.0,0.0,0.0
11,1.0668087108437465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.736293801055343,0.0,0.0,0.0,1.4958991063332094,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,1.0004577608603562,0.0,0.0,1.3747862195135658,0.0,0.0,0.0,0.0,2.7493554633185218,3.5762643235291502,0.0,0.0,0.0,2.1239933973556537,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,1.0000972605428604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0288770410290091,0.0,0.0,0.0,2.925608505137032,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,1.1245256025946704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9681808713155506,4.610524229468077,0.0,0.0,0.0,3.0122288129544392,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,1.0001581840430362,0.0,1.3759890257592906,0.0,0.0,0.0,0.0,0.0,5.513962724611014,0.0,0.0,0.0,5.983744179595275,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0169033476886016,1.0098848084460248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1.0109336919214071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7809231466533197,1.000092730242578,0.0,0.0,0.0,2.2721224058254035,0.0,0.0,0.0,0.0
18,0.0,0.0,1.161580972240288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.336808906241112,7.1729843148169685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,1.1459782563523206,1.1148871744685045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3796153801213276,4.610524229468078,0.0,0.0,0.0,2.982215237178851,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,1.0001308861609934,0.0,1.755927113070908,0.0,0.0,0.0,0.0,0.0,10.616652642988196,0.0,5.010609022726337,0.0,3.071284481670902,0.0,0.0,0.0,0.0
21,1.000084942488645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,1.1466809346950757,0.0,2.868283782182774,0.0,0.0,0.0,0.0,0.0,13.11306582906912,0.0,8.559926277270426,0.0,5.238618229461317,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,1.000150358744615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4848358487441828,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,1.0004577608603562,0.0,0.0,1.3747862195135658,0.0,0.0,0.0,0.0,2.759234742230129,3.542678029149814,0.0,0.0,0.0,2.048543152995213,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,1.0004576556063265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.178587167468818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,1.0003595395624671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.908356133600794,0.0,0.0,0.0,3.1227927005519946,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,1.0095114654521606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.262935544195766,0.0,0.0,0.0,3.0766643963131868,0.0,0.0,0.0,0.0
28,0.0,0.0,1.0755829299814192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0987410606915815,1.0576327154402987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,1.000738761036772,0.0,2.858703292958285,0.0,0.0,0.0,0.0,0.0,13.112591403783005,0.0,8.398462276458126,0.0,3.1727080016633877,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,1.0004515495277861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36455357292916,0.0,0.0,2.551059855518562,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,1.0017646122732362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5803933248206494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,1.0000958808831388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.001975129259691,0.0,0.0,0.0,3.076664396313186,0.0,0.0,0.0,0.0
33,1.000084942488645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45286572428499,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,1.0054392874423228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.897169285053852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,1.0001399606014578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0170404600132272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,1.0000972605428604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9622847909195587,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,1.0039744380456752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.876120189027704,4.801976814648905,0.0,0.0,0.0,3.0122288129544392,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,1.022607380057858,0.0,2.7479413603633853,0.0,0.0,0.0,0.0,0.0,13.190066297431034,0.0,0.0,0.0,5.341598660869485,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,1.0004489876783256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5609442748160633,0.0,0.0,2.5511141320438453,0.0,0.0,0.0,0.0,0.0
40,1.012209103267051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9066076926903817,0.0,0.0,0.0,0.0,2.1422813343517495,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,1.00076110846617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5169049846916693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,1.0049394174489792,0.0,2.868283782182774,0.0,0.0,0.0,0.0,0.0,13.172723400864758,0.0,8.559926277270426,0.0,5.238618229461316,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000092730242578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0276186745372096,1.0022869217822006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0669928231415042,1.0018317657800324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,1.0155437809557077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0638221425589964,5.419698251048533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,1.00076110846617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.516904984691669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,1.0074262741037971,0.0,0.0,1.384276432831518,0.0,0.0,0.0,0.0,2.673451560363967,10.838147837386039,0.0,0.0,0.0,2.9198279803108793,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0006794435379753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,1.0049394174489792,0.0,2.945231507573481,0.0,0.0,0.0,0.0,0.0,13.099066523707368,0.0,8.559926277270426,0.0,5.238618229461316,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,1.0003595395624671,0.0,0.0,0.0,0.0,0.0,0.0,1.9827552396257802,6.908356133600794,0.0,0.0,0.0,3.1227927005519946,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,1.0004710558957983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7378684980639885,3.621716012818639,0.0,0.0,0.0,2.0942222577314222,0.0,0.0,0.0,0.0
54,0.0,0.0,1.0755829299814192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.103954683293324,3.34681433826961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,1.2914816170087433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2674632717058545,10.26834459966586,0.0,0.0,0.0,2.072705577383564,0.0,0.0,0.0,0.0
56,0.0,0.0,1.1223311608025806,0.0,1.00007864407441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.085784281810445,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0276186745372096,1.0022869217822006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,1.0057773489417645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082999362785405,1.4267524293544334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1.000084942488645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,1.0004726806754831,0.0,0.0,1.3753880209151546,0.0,0.0,0.0,0.0,2.7852104330239444,5.272147877538298,0.0,0.0,0.0,2.0909340425971257,0.0,0.0,0.0,0.0
61,0.0,0.0,1.0849524065272544,0.0,1.0001308861609934,0.0,1.755927113070908,0.0,0.0,0.0,0.0,0.0,10.78277346455964,0.0,5.010609022726337,0.0,3.071284481670902,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,1.0004576556063265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1350576859001755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,1.0008221586274042,0.0,2.7040300134926545,0.0,0.0,0.0,0.0,0.0,10.228882423827724,1.0922930077139572,0.0,0.0,4.4070956815375,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,1.0004219179615106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3579510734593754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,1.1559367048686144,0.0,1.0072575609464929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.50466473416796,0.0,1.946312036716038,0.0,4.397149212468253,0.0,0.0,0.0,0.0
66,0.0,0.0,1.3366748382214215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2674632717058545,10.26834459966586,0.0,0.0,0.0,2.072705577383564,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,1.0000786440744103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,1.0004576556063265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625670549463832,0.0,0.0,0.0,2.0832995934174665,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,1.0004576556063265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1350576859001755,0.0,0.0,0.0,2.0909714904772536,0.0,0.0,0.0,0.0
70,0.0,0.0,1.1597223352490071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3116156664752951,6.874527392727048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,1.0001581943012154,0.0,1.4184504718562068,0.0,0.0,0.0,0.0,0.0,10.786782822570505,0.0,0.0,0.0,5.878521221834651,0.0,0.0,0.0,0.0
72,0.0,0.0,1.030913246899943,0.0,1.0001659616014194,0.0,1.7665253080570074,0.0,0.0,0.0,0.0,0.0,10.502189173775509,0.0,0.0,0.0,5.873011286724195,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,1.000150211661924,0.0,1.2038945471474745,0.0,0.0,0.0,0.0,0.0,11.158209646079118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1.0122358327425416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1087629173901679,0.0,0.0,1.4186413290365878,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000092730242578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,1.0160506876168889,0.0,1.0001405527583676,0.0,1.2106309222096256,0.0,0.0,0.0,0.0,0.0,10.79023262897135,0.0,0.0,0.0,3.6133275133851237,0.0,0.0,0.0,0.0
77,0.0,0.0,1.016537793658831,0.0,1.0001482478626218,0.0,1.4424352947580275,0.0,0.0,0.0,0.0,0.0,10.476649624331106,0.0,5.010609022726337,0.0,3.700667843452636,0.0,0.0,0.0,0.0
