ant-1.3,0.7792085561497327,261.1258822475768
ant-1.4,0.6743921826440353,201.98801515949128
ant-1.5,0.8057874207703558,251.91119693418057
ant-1.6,0.8233479196212117,231.12334159142628
ant-1.7,0.8292423255629242,269.3238662127291
camel-1.0,0.8292316336564124,309.05038661684296
camel-1.2,0.6878867022081064,262.0370385407188
camel-1.4,0.7762483568396551,303.59357330838094
camel-1.6,0.7634210466321245,316.6716840018047
ivy-1.1,0.8097780287138581,318.8772372070425
ivy-1.4,0.7910732309072557,279.69926490467344
ivy-2.0,0.8359895655331512,298.6839947571392
jedit-3.2,0.8486000538959039,316.9060944964778
jedit-4.0,0.8437839088437735,343.9872462962445
jedit-4.1,0.8237847099137422,270.9576897421995
jedit-4.2,0.8748036090689424,303.2832377768573
jedit-4.3,0.7390904471544717,171.99579132814614
log4j-1.0,0.8239916731720011,312.50679484545145
log4j-1.1,0.820684576725221,351.30196068256976
log4j-1.2,0.5798947007542364,299.9366009100259
lucene-2.0,0.7620371220818982,316.2905984071165
lucene-2.2,0.7218467865169685,348.9254743351418
lucene-2.4,0.7143844471332836,317.05680003367684
poi-1.5,0.6640686979350092,323.2943000961833
poi-2.0,0.7085023681202025,270.1558493578018
poi-2.5,0.6677575146627567,235.85897123088176
poi-3.0,0.7019363122171947,320.95852859041383
synapse-1.0,0.8359471177005834,355.89189875948523
synapse-1.1,0.7360057785057785,302.9038389074569
synapse-1.2,0.7151028838259441,314.7472021394368
velocity-1.4,0.5743527696793003,219.7789900335061
velocity-1.5,0.6896146348290124,323.6984921048148
velocity-1.6,0.7298571592737301,274.2751856021582
xalan-2.4,0.788431925382133,278.9683026006894
xalan-2.5,0.6350759393329628,304.593581693757
xalan-2.6,0.7012793370998117,350.009600595513
xalan-2.7,0.5729868848385252,362.7702397125719
xerces-init,0.6186342130553707,290.52298472768825
xerces-1.2,0.6496459486166007,110.15188416430337
xerces-1.3,0.8178497981219046,269.2618272184421
xerces-1.4,0.7594160891173511,335.8669775313642
